provider,provider_hotel_id,name,address,city,country,country_code,latitude,longitude,stars
webbeds,4698495,"Origin Red Rocks, a Wyndham Hotel",18485 W Colfax Ave,GOLDEN - CO,UNITED STATES OF AMERICA,US,39.702526,-105.205025,4
dida,1024551,"Origin Red Rocks, a Wyndham Hotel",18485 W Colfax Ave,Denver (and vicinity),Usa,US,39.702526,-105.205025,3.5
expedia,20036212,Azure Towers,Ruta 10 y Castells Capurro,Punta Ballena,Uruguay,UY,-34.908034,-55.010021,4
expedia,22812212,Machiya Kamo River 7,453 Inari-cho,Kyoto,Japan,JP,34.989368,135.766457,3
tripcom,9266847,Machiya Kamo River 7,Inaricho 453,Киото,Japan,JP,34.989442,135.766414,4
expedia,98518368,GALAXY RESORT KITENGELA,Off Namanga Rd,Kitengela,Kenya,KE,-1.527275,36.959374,2.5
expedia,21179674,Lemon Tree Relais by CX Collection,82 Triq San Guzepp,Zabbar,Malta,MT,35.87293,14.5382,4
webbeds,3941135,Lemon Tree Bed & Breakfast,82 Triq San Guzepp Zabbar ZBR 3320. . ZBR 3320. Zabbar Malta Malta MT. . MT,MALTA,MALTA,MT,35.873066,14.538239,4
dida,860635,Lemon Tree Relais by CX Collection,82 Triq San Guzepp,Zabbar,Malta,MT,35.87293,14.5382,4
expedia,19883906,McAllister Inn & Lodging,5564 North HWY 287,McAllister,United States,US,45.457416,-111.730828,3
dida,1527964,McAllister Inn & Lodging,5564 North HWY 287,McAllister,Usa,US,45.457416,-111.730828,3
expedia,24316387,Les Anthemis,"Route des Lacs, 89",Gujan-Mestras,France,FR,44.62864,-1.1103,
expedia,22557406,SLV Villa,102/34 Moo.3 Namuang,Koh Samui,Thailand,TH,9.42611,100.00422,3.5
expedia,24151005,Hostel Boutique Merced 88,Merced 88,Santiago,Chile,CL,-33.437,-70.636588,2
expedia,24307348,MaxOneHotels.com at Platinum Hayam Wuruk Jakarta,Jl. Hayamwuruk No.5 Gambir Jakarta,Jakarta,Indonesia,ID,-6.164673,106.820612,3.5
tripcom,21861871,MaxOne Platinum Hayam Wuruk,"Hayam Wuruk St No.5, RT.6/RW.2, Gambir",Центальная Джакарта,Indonesia,ID,-6.164646,106.820542,3
webbeds,2363815,Maxone Platinum Hayam Wuruk,Jl. Hayam Wuruk No. 05 Gambir,JAKARTA,INDONESIA,ID,-6.164856,106.820648,3
dida,958457,MaxOneHotels.com at Platinum Hayam Wuruk Jakarta,Jl. Hayamwuruk No.5 Gambir Jakarta,Jakarta (and vicinity),Indonesia,ID,-6.164673,106.820612,3.5
expedia,50914,"Studio 6 Extended Stay - San Antonio, TX - Medical Center",7719 Louis Pasteur Ct,San Antonio,United States,US,29.509359,-98.567077,2
tripcom,9130094,"Studio 6 Extended Stay - San Antonio, TX - Medical Center",7719 Pasteur Ct,Сан-Антонио,United States,US,29.509351,-98.567065,2
paximum,417061,Studio 6 San Antonio - Medical Center,7719 Pasteur Court San Antonio TX 78229,San Antonio,USA,US,29.50921,-98.56631,
webbeds,4616645,"Studio 6 Extended Stay - San Antonio, TX - Medical Center",7719 Louis Pasteur Ct,SAN ANTONIO - TX,UNITED STATES OF AMERICA,US,29.5093,-98.566727,2
dida,274913,"Studio 6 Extended Stay - San Antonio, TX - Medical Center",7719 Louis Pasteur Ct,San Antonio (and vicinity),Usa,US,29.509359,-98.567077,2
expedia,34846607,Kintzle Family Vacation At Windcliff 4 Bedroom Home by RedAwning,2040 Windcliff Dr,Estes Park,United States,US,40.338065,-105.560224,4
expedia,25017991,Green Villa Homestay,No K8 Nuwara Wewa Mawatha,Anuradhapura,Sri Lanka,LK,8.311096,80.418896,2.5
webbeds,4532445,Sirin Ev Pansiyon,Sirince Köyü 212 Sokak. . 35920. Selcuk. . TR,KUSADASI,TURKEY,TR,37.942322,27.43318,3
expedia,16421382,Sumali Villa,29/2 Moo 1 T.JAKSI A.Muang,Sing Buri,Thailand,TH,14.853793,100.384632,3
dida,248793,Sumali Villa,29/2 Moo 1 T.JAKSI A.Muang,Sing Buri,Thailand,TH,14.853793,100.384632,3
expedia,3205175,Holiday Inn Club Vacations The Royal Haciendas by IHG,"Chetumal / Pto. Juarez Highway, Km 289 10 Lote 2, Mz 70",Playa del Carmen,Mexico,MX,20.656204,-87.042453,4
tripcom,757273,The Royal Haciendas All Suites Resort & Spa,"Km. 289+10, Carr. Cancún - Tulum, Centro, 77710 Playa del",Плайя-дель-Кармен,Mexico,MX,20.6562,-87.042494,5
paximum,286025,Royal Haciendas,"Mza. 70 Lt. 2 Carretera Chetumal-Puerto Juárez, Km 289+10 Centro Playa del Carmen 77710",Riviera Maya,Mexico,MX,20.65689,-87.0434,5
webbeds,321565,The Royal Haciendas All Inclusive,Cancun-Chetumal Highway km 289+10,PLAYA DEL CARMEN,MEXICO,MX,20.6562,-87.042496,5
dida,1882357,The Royal Haciendas All Suites Resort & Spa,"Carr. Chetumal-Cancun KM 296, Xcalacoco Puerto Juarez, Lote 2, Mz. 70",Playa del Carmen,Mexico,MX,,,4
expedia,21331115,Serenity Vacation Home,1080 Taylor Rd,Montego Bay,Jamaica,JM,18.51291,-77.87891,3.5
expedia,20229771,Red Fox Run B&B,3813 Number Nine Road,Cazenovia,United States,US,42.90749,-75.84135,3.5
webbeds,4805005,Red Fox Run B&B,3813 Number Nine Road,CAZENOVIA - NY,UNITED STATES OF AMERICA,US,42.90749,-75.841347,3
expedia,20320694,Tickles Hotel,"Gakere Rd, Nyeri, Kenya",Nyeri,Kenya,KE,-0.42396,36.95396,2
webbeds,3982095,Tickles Hotel,Gakere Rd Nyeri Kenya. . . Nyeri. . KE,NAIROBI,KENYA,KE,-0.42396,36.95396,2
expedia,24208391,Inspire Villas Phuket,"99/55 Soi Huay Nam Toe - Samakkie 2, Saiyuan Rd, T.Rawai, A.Muang",Rawai,Thailand,TH,7.80125,98.320392,4
tripcom,8501297,Inspire Villas Phuket,"99 50 Soi Huay Nam Toe, Rawai",Пхукет,Thailand,TH,7.801361,98.320192,4
webbeds,3611795,Inspire Villas Phuket,99/55 Soi Huay Nam Toe - Samakkie 2. Saiyuan Rd T.Rawai A.Muang. 83100. Rawai. . TH,PHUKET,THAILAND,TH,7.80125,98.320389,4
dida,406434,Inspire Villas Phuket,"99/55 Soi Huay Nam Toe - Samakkie 2, Saiyuan Rd, T.Rawai, A.Muang",Phuket (and vicinity),Thailand,TH,7.80125,98.320392,4
expedia,24161113,Greek Pride Villa Ellada,Skala Fourkas,Kassandra,Greece,GR,39.999302,23.385309,
webbeds,2478205,Villa Ellada Pride,Halkidiki Skala Fourkas 630 77,KASSANDRA,GREECE,GR,39.999592,23.384459,3
expedia,23665538,Sesoko Villa,1258 Sesoko,Motobu,Japan,JP,26.648107,127.864156,3
tripcom,21831448,Sesoko Villa,1258 Sesoko,Мотобу,Japan,JP,26.648091,127.864121,3
webbeds,3740535,Sesoko Villa,1258 Sesoko. . 905-0227. Motobu. . JP,MOTOBU - OKINAWA PREFECTURE,JAPAN,JP,26.64818,127.864182,3
expedia,54147670,Bed and Breakfast Villa Ciccone,Contrada Sardía,Villamagna,Italy,IT,42.329563,14.231452,
expedia,24917181,Il Sogno di Vincenzo e Maria,Località Saline Palinuro,Centola,Italy,IT,40.04739,15.288365,
expedia,26505810,Heza Villa,Lorong Yamah,Port Dickson,Malaysia,MY,2.503871,101.84617,3
expedia,27090852,Hotel la Fundacion,15 Calle las Penas,Villar del Rio,Spain,ES,42.06127,-2.38534,3
expedia,37137407,Hotel Champion Inn near Yeswantpur Junction Railway Station,"#5&6/8, 1st Main Road, Gokula 1st Stage, 2nd Phase",Bengaluru,India,IN,13.0301,77.5597,2
webbeds,3257045,Oyo 12083 Hotel Champion Inn,5 & 6/8 gokula 1st stage 2nd phase. yeshwanthpur nanjappa reddy mathikere. 560054. Bengaluru. . IN,BANGALORE,INDIA,IN,13.0301,77.5597,2
dida,960065,OYO 12083 Hotel Champion Inn,5 & 6/8 gokula 1st stage 2nd phase yeshwanthpur nanjappa reddy mathikere,Bengaluru (and vicinity),India,IN,13.030244,77.559737,2.5
expedia,27062329,Mykonian Breeze,Ano Mera,Mykonos,Greece,GR,37.444864,25.387495,
tripcom,22500839,Mykonian Breeze,Ano Mera,Миконос,Greece,GR,37.44487,25.387503,4
webbeds,4223185,Mykonian Breeze,Ano Mera. . 84600. Mykonos. . GR,MYKONOS,GREECE,GR,37.444862,25.387495,3
dida,1032400,Mykonian Breeze,Ano Mera,Mykonos,Greece,GR,37.444864,25.387495,3.5
expedia,121834510,Pension Wienderland,Otto-Bauer-Gasse 9/3,Vienna,Austria,AT,48.19559,16.349013,2
expedia,32489310,TownePlace Suites By Marriott Las Vegas Stadium District,4920 Dean Martin Drive,Las Vegas,United States,US,36.099905,-115.181898,3
tripcom,28081428,TownePlace Suites Las Vegas Stadium District,4920 Dean Martin Dr,Лас-Вегас,United States,US,36.100234,-115.182105,3
webbeds,4560525,TownePlace Suites Las Vegas Stadium District,4920 Dean Martin Drive,LAS VEGAS - NV,UNITED STATES OF AMERICA,US,36.10033,-115.182693,3
dida,1200130,TownePlace Suites By Marriott Las Vegas Stadium District,4920 Dean Martin Drive,Las Vegas (and vicinity),Usa,US,36.099905,-115.181898,3
expedia,28890617,Cretan Sunset Villa Heated Pool,"Dramia Village, Georgioupolis",Apokoronas,Greece,GR,35.347061,24.309326,
expedia,19633590,H12 Delta Dunes Lodge,Lower Tana Delta,Kipini,Kenya,KE,-2.543038,40.562685,3
paximum,385443,Delta Dunes Lodge,,Tana Delta,Kenya,KE,,,
expedia,38771147,Hotel Borges,"Avenida Joaquim Timoteo de Paula, 135 Centro.",Quirinopolis,Brazil,BR,-18.447001,-50.448802,2.5
dida,1537730,Hotel Borges,"Avenida Joaquim Timoteo de Paula, 135 Centro.",Quirinopolis,Brazil,BR,-18.447001,-50.448802,2.5
expedia,39816877,Hoody Active & Happiness Hotel,Via Francesco II di Borbone 14/16,Arco,Italy,IT,45.921037,10.877138,4
tripcom,47636177,Hoody Active & Happiness Hotel,"Via Francesco II di Borbone, 14",Арко,Italy,IT,45.921096,10.877571,4
webbeds,2625985,Hoody Active & Happiness Hotel,14/16 Via Francesco II di Borbone,LAKE GARDA,ITALY,IT,45.921349,10.877623,4
dida,1215631,Hoody Active & Happiness Hotel,Via Francesco II di Borbone 14/16,Arco,Italy,IT,45.921037,10.877138,4
expedia,35120550,Agriturismo la Torre,"località La Torre, Fornoli",Bagni di Lucca,Italy,IT,44.006254,10.560218,4
expedia,39658976,Sobit Sarovar Portico Goa,"Conacona - Char Rasta, Palolem, Nagarcem",Canacona,India,IN,15.010493,74.026525,4
webbeds,3243405,Sobit Sarovar Portico Goa,Palolem Down Street. Palolem. 403702. Canacona. . Goa,GOA,INDIA,IN,15.011099,74.026512,4
dida,1420296,Sobit Sarovar Portico Goa,"Conacona - Char Rasta, Palolem, Nagarcem",Goa,India,IN,15.010493,74.026525,4
expedia,36277476,apartamenty-wroc Księcia Witolda,ul. Ksiecia Witolda 43,Wroclaw,Poland,PL,51.115342,17.02678,3.5
tripcom,458470,Risong Gongbu Hotel (Daocheng Yading),"No. 16 Echuhe Road, Shangri-La Town",Даочжен,China,CN,28.562939,100.355134,5
webbeds,2665825,Crowne Plaza Yading,"No.16 Echuhe Road, Shangri-la Town, Daocheng County, Ganzi Tibetan Autonomous Prefecture, Ganzi",SICHUAN,CHINA,CN,28.32963,100.208321,3
dida,945312,Risong Gongbu Hotel (Daocheng Yading),"No. 16 Echuhe Road, Shangri-La Town",Garze,China,CN,28.556918,100.348643,5
expedia,37839120,Agora Residence,Chios,Chios,Greece,GR,38.368739,26.135202,
tripcom,45767315,Agora Residence,Aplotarias 48,Чиос,Greece,GR,38.368736,26.135213,3
webbeds,5987955,Agora Residence,"Aplotarias 48, Chios",CHIOS,GREECE,GR,38.368736,26.135214,3
dida,1574531,Agora Residence,Chios,Chios,Greece,GR,38.368739,26.135202,3.5
expedia,32466878,BushTime at Mabula,"Mabula Game Lodge, Farm Flora 508, Renosterhoek, Spruit Road, Rooiberg","Bela-Bela, Limpopo",South Africa,ZA,-24.739648,27.9252,2.5
expedia,23189770,Pensión Virginia by Vivere Stays,"Paseo de la Estación, 109",Salamanca,Spain,ES,40.972413,-5.649417,2.5
expedia,36247811,Old Kilmun House,Kilmun,Dunoon,Britain (UK),GB,55.99735,-4.943576,3.5
expedia,36335694,Hotel Encontro das Águas,R. Vinte e Quatro de Outubro,Santarém,Brazil,BR,-2.419019,-54.718079,2.5
dida,1535303,Hotel Encontro das Águas,R. Vinte e Quatro de Outubro,Santarem,Brazil,BR,-2.419019,-54.718079,2.5
expedia,35878105,Chillax Inn,"6th Floor, No. 79, Wufu 3rd Road, Qianjin District",Kaohsiung,Taiwan,TW,22.6212,120.296,3
tripcom,996025,Chillax Inn,"6&7F., No. 79, Wufu 3rd Rd.",Гаосюн,China,CN,22.62414,120.306651,3
dida,1222018,Chillax Inn,"6&7F., No. 79, Wufu 3rd Rd.",Kaohsiung (and vicinity),Taiwan,TW,22.62127113342285,120.296142578125,3
expedia,37211428,Statt de Vallee - Campsite,"No. 130-72, Heping Rd., Liouguei District",Kaohsiung,Taiwan,TW,23.04224,120.66154,2
expedia,37387304,The Oriental Ruby,"Apartment 08, Le Truc Street",Dong Hoi,Vietnam,VN,17.464909,106.625711,3
expedia,35528383,B&B Guest Armonie,Via Sant'Elena 4m,Torre del Greco,Italy,IT,40.789571,14.382752,
expedia,35179387,K'orbit Galaxy hotel,Plot 55 Unit C Ewet Housing Estate,Uyo,Nigeria,NG,5.02144,7.94002,3
expedia,38275124,Tuscany Downs Estate,2817 W Coast Rd,Kirwee,New Zealand,NZ,-43.497027,172.18244,4
expedia,35368726,Zaburi Beach by Serendib,Bolera Village,Mangochi,Malawi,MW,-14.41249,35.207291,3.5
expedia,36114446,Island Turquoise Rental,Millennium Hwy,Providenciales,Turks & Caicos Is,TC,21.796273,-72.269692,3
dida,2018685,Island Turquoise Rental,Millennium Hwy,Providenciales,Turks And Caicos Islands,TC,21.796273,-72.269692,3
expedia,36381284,Ayona Villa Seminyak by Ini Vie Hospitality,Batu Belig Street Gang Bayu No.8,Kerobokan,Indonesia,ID,-8.670528,115.159459,5
tripcom,36319193,Ayona Villa Seminyak by Ini VIE Hospitality,"Jl. Batu Belig Gg. Bayu No.8, Seminyak, Kec. Kuta Utara",Бали,Indonesia,ID,-8.670598,115.1594,5
webbeds,5009635,Ayona Villa Seminyak by Ini Vie Hospitality,"Jl. Batu Belig Gg. Bayu No.8, Seminyak, Kec. Kuta Utara",BALI,INDONESIA,ID,-8.670536,115.159325,5
dida,1370262,Ayona Villa Seminyak by Ini Vie Hospitality,Batu Belig Street Gang Bayu No.8,Bali,Indonesia,ID,-8.670528,115.159459,5
expedia,38005176,Hotel Sumber Pulo Mas,"Jl Lingkar Tuktuk, Kelurahan Tuktuk, Siadong Kecamatan Simanindo, Kabupaten",Samosir,Indonesia,ID,2.668057,98.851548,2.5
expedia,38963898,Hotel Rex,"Calle Mariano Matamoros Sur 101, col. Centro, Toluca, C.P. 50000",Toluca,Mexico,MX,19.289979,-99.656386,2.5
dida,1900908,Hotel Rex,"Calle Mariano Matamoros Sur 101, col. Centro, Toluca, C.P. 50000",Toluca City-Centre,Mexico,MX,19.289979,-99.656386,2.5
expedia,38738299,Holiday Inn Express & Suites Ruskin by IHG,226 Teco Road,Ruskin,United States,US,27.714688,-82.386866,2.5
tripcom,43624929,Holiday Inn Express & Suites Ruskin - Sun City by IHG,226 Teco Rd,Раскин,United States,US,27.714941,-82.387041,3
webbeds,2468765,Holiday Inn Express & Suites Ruskin - Sun City,226 Teco Rd.,RUSKIN - FL,UNITED STATES OF AMERICA,US,27.714941,-82.387039,3
dida,1159070,Holiday Inn Express & Suites Ruskin by IHG,226 Teco Road,Tampa (and vicinity),Usa,US,27.714688,-82.386866,2.5
expedia,38967720,cafe & stay CASTANA,2-3-2 Namiyanagi,Matsumoto,Japan,JP,36.215429,137.980538,2.5
tripcom,44325178,Cafe&Stay Castana,2 Chome-3-2 Namiyanagi,Мацумото,Japan,JP,36.215429,137.980538,3
dida,1409011,cafe & stay CASTANA,2-3-2 Namiyanagi,Matsumoto (and vicinity),Japan,JP,36.215429,137.980538,2.5
expedia,39208550,Porto Tile House,Rua de Miragaia 11,Porto,Portugal,PT,41.142259,-8.619623,3
expedia,41710363,ibis budget Bilbao City,"Calle Zankoeta 9, Pensión 1 Estrella, N Reg H.Bi.01272",Bilbao,Spain,ES,43.258462,-2.946825,1
tripcom,43624945,Ibis Budget Bilbao City,Calle Zankoeta 9 Nº Reg H.Bi.01272,Бильбао,Spain,ES,43.258473,-2.946825,1
webbeds,4744565,ibis budget Bilbao City,Calle Zankoeta 9,BILBAO,SPAIN,ES,43.258404,-2.946838,1
dida,1421828,ibis budget Bilbao City,"Calle Zankoeta 9, Pensión 1 Estrella, N Reg H.Bi.01272",Bilbao (and vicinity),Spain,ES,43.258462,-2.946825,1
expedia,38123254,Xtansia Pakal,Av. 35 su # 145r,Playa del Carmen,Mexico,MX,20.620321,-87.087296,3
expedia,38650703,Triple A - Evripidou 36,36 Evripidou,Athens,Greece,GR,37.980014,23.726649,
expedia,39458077,WithInn Hotel - Kannur Airport,Near 1st gate,Iritty,India,IN,11.914463,75.559586,3
dida,1538532,WithInn Hotel - Kannur Airport,Near 1st gate,Thalassery,India,IN,11.914463,75.559586,3
expedia,42035005,Am Gehren - Arlberg Appartements,Gehren 1c,Steeg,Austria,AT,47.261378,10.190697,3.5
expedia,32794685,Kavon Apartments,Riharjeva ulica 17,Ljubljana,Slovenia,SI,46.041816,14.49913,3
expedia,44681972,Caba Hotel & Spa,"yenigun mh gazeteci yazar, ismail sivri blv",Izmir,Turkey,TR,38.377072,27.163549,
webbeds,4711585,Caba Hotel and Spa,yenigun mh gazeteci yazar,IZMIR,TURKEY,TR,38.377071,27.163549,3
expedia,44790790,Ashira Inn,"Plot No.17, Namauli, Knowledge Park 3",Greater Noida,India,IN,28.47268,77.481963,3
expedia,45168296,Borgo 69,"Via Ponte al Ramo, 69",Foiano della Chiana,Italy,IT,43.29153,11.808265,
expedia,45556794,La Paleta del Pintor Hosteria,"Álvarez Prado 1468, Cornelio Zelaya",Maimara,Argentina,AR,-23.627486,-65.407511,3.5
expedia,45478362,avid hotel Midland by IHG,2308 E Interstate 20,Midland,United States,US,31.980342,-102.03809,2.5
tripcom,47296926,avid hotel MIDLAND by IHG,2308 I-20,Мидленд,United States,US,31.98034,-102.03809,2
webbeds,2578235,Avid Hotel Midland,2308 E Interstate 20,MIDLAND - TX,UNITED STATES OF AMERICA,US,31.98049,-102.0382,3
dida,1207660,avid hotel Midland by IHG,2308 E Interstate 20,Midland (and vicinity),Usa,US,31.980342,-102.03809,2.5
expedia,45337631,BSR Farms,Near Village Khola Chauri Pauri Garhwal,Pauri,India,IN,30.156227,78.679037,3.5
expedia,44135197,The G Snoozebox,"The G SNOOZEBOX, Jalsa Grewal Farm, 200 ft ByPass Khelgaon Road",Udaipur,India,IN,24.634149,73.725465,3
expedia,44864701,Marinali Rooms,Via Marinali 13,Bassano del Grappa,Italy,IT,45.766454,11.734401,
expedia,45743161,Blackberry Bramble 3 Bedroom Home by RedAwning,1522 Lincoln St,Hood River,United States,US,45.710985,-121.528348,3.5
expedia,46510117,Apartments Citrine on the Beach,Trg Bošana 4A,Biograd na Moru,Croatia,HR,43.94829,15.443413,3
expedia,44359778,Sakura Beach Garden,4737 Kawasaki,Hiji,Japan,JP,33.3522,131.549,3
expedia,45842906,Naf Apartments - Mtwara,Shangani Road,Mtwara,Tanzania,TZ,-10.259619,40.183098,4.5
expedia,45777435,Limehome Augsburg Pilgerhausstraße,Pilgerhausstrasse 10,Augsburg,Germany,DE,48.370491,10.90195,
dida,1543091,Limehome Augsburg Pilgerhausstraße,Pilgerhausstrasse 10,Augsburg,Germany,DE,48.370491,10.90195,3
expedia,45512821,Zen Next Khao Yai,998 Moo 5,Pak Chong,Thailand,TH,14.525649,101.365138,3
tripcom,108257262,Zen Next Condo Khao Yai,998 Moo 5 Mu Si,Пак-Чонг,Thailand,TH,14.52557,101.365,4
dida,1542801,Zen Next Khao Yai,998 Moo 5,Pak Chong,Thailand,TH,14.525649,101.365138,3
expedia,44904629,West End Hotel,Thurlow Road,Nairn,Britain (UK),GB,57.587906,-3.8819,3
dida,1542291,West End Hotel,Thurlow Road,Nairn,Great Britain,GB,57.587906,-3.8819,3
expedia,48188332,QBEDS Hostel,625 Grande Allée E,Québec City,Canada,CA,46.806045,-71.216373,2
dida,2179607,Auberge Jeunesse QBEDS Hostel,625 Grande Allée Est street,Haute-Ville,Canada,CA,46.8060417175293,-71.21636962890625,2
expedia,110412316,Furano Lodge 10 by H2 Life,2156-10 Shimogoryo,Furano,Japan,JP,43.337456,142.361574,3
expedia,4297740,ibis Styles Nantes Rezé Aéroport,1 Rue De l'Ile Mace,Reze,France,FR,47.192862,-1.554974,3
tripcom,3680875,Ibis Styles Nantes Reze Aéroport,1 Rue de l'Île Macé,Резе,France,FR,47.193093,-1.555315,3
paximum,253343,Ibis Styles Nantes Sud Reze,1 Rue De l'Ile Mace 44400 Rezé Val de Loire,Rezé,France,FR,47.1947,-1.555092,3
webbeds,1137008,Ibis Styles Nantes Reze Aeroport,1 Rue De l'Ile Mace,REZE,Франция,FR,47.19286,-1.55497,3
dida,82981,ibis Styles Nantes Rezé Aéroport,1 Rue De l'Ile Mace,Nantes (and vicinity),France,FR,47.192862,-1.554974,3
expedia,48526886,Tizi n test La Haute Vue 2100m,du Col Tizi n Test,Aghbar,Morocco,MA,30.868192,-8.378318,2.5
expedia,38913992,White Pearl Hostel,Fürther Str. 51a,Nuremberg,Germany,DE,49.450317,11.056291,
expedia,58149151,Radisson Blu Mumbai International Airport,"Marol Maroshi Road, Near Marol Metro, Station, Andheri East",Mumbai,India,IN,19.110252,72.87872,3.5
webbeds,4554145,Radisson Blu Mumbai International Airport,"Metro Station, Marol Maroshi Rd, near Marol, Bori Colony, Gamdevi, Marol, Andheri East, Mumbai, Maharashtra 400059, India",MUMBAI,INDIA,IN,19.110291,72.87886,5
dida,1548287,Radisson Blu Mumbai International Airport,"Marol Maroshi Road, Near Marol Metro, Station, Andheri East",Mumbai (and vicinity),India,IN,19.110252,72.87872,3.5
expedia,24186463,Grace Garden Apartments,"22/22 Frank Akpan Street, Off Marina Road",Eket,Nigeria,NG,4.633042,7.923575,3
expedia,42661443,Dar Oulhoum,"8 DERB KORI,, Marrakech, Maroc",Marrakech,Morocco,MA,31.636576,-7.992359,3
expedia,70889011,Hotel Grand,Jetalpur Rd,Vadodara,India,IN,22.307315,73.176001,3.5
expedia,38310628,Marina Hanoi Hotel,"22 Mieu Dam Street, Nam Tu Liem District",Hanoi,Vietnam,VN,21.006606,105.782168,3.5
tripcom,42738139,Marina Hotel Hanoi,"22 P. Miếu Đầm, Mễ Trì",Ханой,Vietnam,VN,21.007121,105.781316,3
webbeds,5780125,Marina Hotel Hanoi,"22 Mieu Dam street, Me Tri ward, Nam Tu Liem district",HANOI,VIETNAM,VN,21.007282,105.781479,3
dida,1434372,Marina Hanoi Hotel,"22 Mieu Dam Street, Nam Tu Liem District",Hanoi (and vicinity),Vietnam,VN,21.006606,105.782168,3.5
expedia,57770253,Manmo Ha Noi Business Hotel,"29 Tu Mo, Trung Hoa, Cau Giay",Hanoi,Vietnam,VN,21.010434,105.794592,2.5
tripcom,2002498,Hongrui Motel,"Room 4-1, Automobile Passenger Transport Center Comprehensive Building, No. 8 Baiyang Road, Furong Subdistrict",Чунцин,China,CN,29.335696,107.77343,2
dida,532858,Hongrui Motel,"Room 4-1, Automobile Passenger Transport Center Comprehensive Building, No. 8 Baiyang Road, Furong Subdistrict",Chongqing (and vicinity),China,CN,29.329391479492188,107.76699829101562,2
tripcom,54223166,Lan Anh Village,"Zone 157, Tran Thanh Tong Street",Далат,Vietnam,VN,11.906639,108.434059,4
expedia,42718487,Mottl House by Adrez,Jungmannovo namesti 1,Prague,Czech Republic,CZ,50.083096,14.422309,4
tripcom,47496622,Mottl House by Adrez,"Jungmannovo nám., Můstek",Прага,Czech Republic,CZ,50.083088,14.422335,4
dida,1597930,Mottl House by Adrez,Jungmannovo namesti 1,Prague (and vicinity),Czech,CZ,50.083096,14.422309,4
expedia,99473452,Hotel O New Puspa Residence,"01,Jalan Puspanjolo Selatan IV,RW 05, Bojongsalaman,Semarang Barat,50245",Semarang,Indonesia,ID,-6.989304,110.401277,2
webbeds,4662645,OYO 2782 Puspa Residence,"Jalan Puspanjolo Selatan 15, RW 05, Bojongsalaman, Semarang",SEMARANG,INDONESIA,ID,-6.989107,110.401108,2
dida,1433182,Puspa Residence,"Jl. Puspanjolo Selatan, 15, Bojongsalaman, West Semarang, Semarang, Central Java, Indonesia",Semarang,Indonesia,ID,-6.989023,110.40107,2
expedia,61384110,SPOT ON 90144 Corridor Hotel 1,"4, Taman Peramu Makmur, Pekan",Pekan,Malaysia,MY,3.518213,103.392281,2
dida,1549564,SPOT ON 90144 Corridor Hotel 1,"4, Taman Peramu Makmur, Pekan",Kuantan (and vicinity),Malaysia,MY,3.518213,103.392281,2
expedia,100693947,Apartments Villa Diamond,17 Cesta Svetog Martina,Podstrana,Croatia,HR,43.482049,16.557739,3
tripcom,64621323,Margaritaville Cottages Orlando,8000 Fins Up Circle B,Киссимми,United States,US,28.341368,-81.608986,4
webbeds,4690775,Margaritaville Cottages Orlando,8000 Fins Up Circle,KISSIMMEE - FL,UNITED STATES OF AMERICA,US,28.342503,-81.608772,4
expedia,89704535,VIE Palma Di Sharm Resort and Aqua park,15 Salam Street,Sharm El Sheikh,Egypt,EG,27.927928,34.342783,3.5
tripcom,101235382,VIE Palma di Sharm Resort and Aqua Park,15 Salam Street,Шарм-эль-Шейх,Egypt,EG,27.927928,34.342783,4
paximum,310215,Palma du Sharm,Sharm el Sheikh,Sharm el Sheikh,Egypt,EG,27.9243,34.3529,
webbeds,5120025,Hostmark Palma Di Sharm,"El-Shaikh Zayed St, Qesm Sharm Ash Sheikh, South Sinai Governorate 46627, Egypt",TABA,EGYPT,EG,27.9266,34.34404,4
dida,1730721,VIE Palma Di Sharm Resort and Aqua park,15 Salam Street,Sharm el Sheikh (and vicinity),Egypt,EG,27.927928,34.342783,3.5
expedia,64143065,Premier Inn Rickmansworth,"Batchworth Lock, RICKMANSWORTH",Rickmansworth,Britain (UK),GB,51.635738,-0.466734,3
tripcom,77534718,Premier Inn Rickmansworth,Batchworth Lock House,Рикмансуорт,United Kingdom,GB,51.635366,-0.466998,3
webbeds,4863845,Premier Inn Rickmansworth,Batchworth Lock House,RICKMANSWORTH,UNITED KINGDOM,GB,51.63546,-0.466365,2
dida,1571755,Premier Inn Rickmansworth,"Batchworth Lock, RICKMANSWORTH",Rickmansworth,Great Britain,GB,51.635738,-0.466734,3
expedia,66398610,OYO 90199 Homely&cozy House,"28, Jalan Sungai Emas 5A",George Town,Malaysia,MY,5.471899,100.254106,3
expedia,30618976,La Maison du Saussoy,12bis rue du saussoy,Saint-Augustin,France,FR,48.76895,3.03006,
dida,1630071,La Maison du Saussoy,12bis rue du saussoy,Saint-Augustin,France,FR,48.76895,3.03006,3
expedia,44128756,Arena Boutique Hotel Kuala Terengganu,"No 49, Jalan Sultan Ismail",Kuala Terengganu,Malaysia,MY,5.33041,103.134735,3
tripcom,51826981,ARENA Boutique Hotel Kuala Terengganu,"No 49, Jalan Sultan Ismail",Тренгану,Malaysia,MY,5.330352,103.134662,4
webbeds,4705375,Arena Boutique Hotel Kuala Terengganu,No 49 Jalan Sultan Ismail,KUALA TERENGGANU,MALAYSIA,MY,5.33041,103.134697,3
